ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
22584	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22585	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22586	22	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22587	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22588	39	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22589	42	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22590	31	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22591	43	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22592	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22593	31	1	1	0.000000	2.838710	2.322581	0.000000	0.000000	0	4	0
22594	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22595	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22596	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22597	34	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22598	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22599	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22600	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22601	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22602	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22603	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22604	7	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22605	65	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22606	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22607	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22608	38	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22609	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22610	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22611	31	1	1	0.000000	5.354839	4.709677	0.000000	0.000000	0	3	0
22612	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22613	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22614	13	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	2	0
22615	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22616	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22617	63	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22618	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22619	68	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22620	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22621	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22622	34	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22623	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22624	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22625	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22626	9	1	2	0.000000	22.000000	7.333333	0.000000	0.000000	0	6	0
22627	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22628	65	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22629	65	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22630	36	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22631	31	1	1	0.000000	1.129032	1.129032	0.000000	0.000000	0	2	0
22632	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22633	51	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22634	25	2	1	0.000000	4.360000	4.240000	0.000000	0.000000	0	4	0
22635	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22636	66	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22637	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22638	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22639	69	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22640	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22641	31	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22642	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22643	31	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22644	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22645	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22646	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22647	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22648	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22649	17	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	2	0
22650	55	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22651	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22652	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22653	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22654	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22655	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22656	31	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22657	67	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22658	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22659	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22660	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22661	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22662	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22663	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22664	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22665	22	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22666	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22667	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22668	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22669	63	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22670	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22671	68	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22672	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22673	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22674	42	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22675	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22676	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22677	49	1	1	0.000000	1.102041	1.102041	0.000000	0.000000	0	2	0
22678	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22679	65	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22680	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22681	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22682	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22683	51	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22684	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22685	35	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22686	63	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22687	8	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	2	0
22688	23	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22689	31	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22690	31	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22691	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22692	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22693	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22694	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22695	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22696	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22697	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22698	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22699	56	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22700	68	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22701	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22702	62	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22703	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22704	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22705	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22706	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22707	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22708	28	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22709	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22710	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22711	31	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22712	31	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22713	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22714	31	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22715	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22716	31	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22717	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22718	61	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22719	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22720	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22721	63	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22722	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22723	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22724	65	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22725	16	1	1	0.000000	2.062500	1.687500	0.000000	0.000000	0	3	0
22726	62	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22727	272	2	2	0.000000	4.058824	3.500000	0.000000	0.000000	0	12	0
22728	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22729	2	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	2	0
22730	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22731	39	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22732	42	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22733	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22734	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22735	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22736	63	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22737	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22738	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22739	62	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22740	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22741	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22742	69	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22743	31	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22744	64	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22745	55	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22746	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22747	66	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22748	55	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22749	54	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22750	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22751	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22752	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22753	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22754	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22755	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22756	31	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22757	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22758	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22759	39	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22760	1	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	2	0
22761	17	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22762	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22763	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22764	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22765	37	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22766	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22767	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22768	64	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22769	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22770	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22771	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22772	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22773	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22774	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22775	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22776	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22777	67	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22778	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22779	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22780	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22781	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22782	68	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22783	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22784	68	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22785	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22786	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22787	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22788	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22789	31	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22790	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22791	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22792	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22793	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22794	55	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22795	31	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22796	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22797	52	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22798	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22799	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22800	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22801	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22802	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22803	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22804	31	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22805	62	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22806	65	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22807	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22808	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22809	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22810	31	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22811	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22812	62	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22813	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22814	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22815	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22816	62	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22817	14	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22818	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22819	62	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22820	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22821	34	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22822	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22823	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22824	64	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22825	68	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22826	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22827	38	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22828	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22829	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22830	31	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22831	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22832	67	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22833	36	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22834	3	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22835	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22836	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22837	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22838	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22839	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22840	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22841	36	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22842	31	1	1	0.000000	1.354839	1.354839	0.000000	0.000000	0	2	0
22843	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22844	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22845	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22846	33	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22847	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22848	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22849	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22850	31	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22851	53	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22852	31	1	1	0.000000	1.354839	1.354839	0.000000	0.000000	0	1	0
22853	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22854	35	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22855	27	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22856	65	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22857	31	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22858	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22859	36	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22860	38	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22861	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22862	67	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22863	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22864	61	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22865	63	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22866	66	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22867	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22868	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22869	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22870	65	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22871	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22872	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22873	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22874	35	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22875	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22876	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22877	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22878	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22879	43	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22880	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22881	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22882	49	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22883	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22884	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22885	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22886	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22887	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22888	58	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22889	33	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22890	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22891	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22892	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22893	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22894	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22895	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22896	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22897	1	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	1	0
22898	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22899	52	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22900	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22901	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22902	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22903	67	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22904	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22905	40	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22906	46	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22907	34	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22908	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22909	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22910	63	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22911	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22912	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22913	66	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22914	68	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22915	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22916	28	1	2	0.000000	1.714286	1.714286	0.000000	0.000000	0	2	0
22917	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22918	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22919	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22920	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22921	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22922	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22923	67	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22924	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22925	51	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22926	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22927	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22928	33	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22929	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22930	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
22931	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
